date,tweet,user
2016-07-22,24,c
2016-07-27,8,c
2016-07-28,5,c
2016-07-29,22,c
2016-08-01,9,c
2016-08-02,18,c
2016-08-03,10,c
2016-08-04,5,c
2016-08-05,8,c
2016-08-08,13,c
2016-08-09,10,c
2016-08-10,12,c
2016-08-11,15,c
2016-08-12,13,c
2016-08-16,14,c
2016-08-17,12,c
2016-08-18,15,c
2016-08-19,21,c
2016-08-22,25,c
2016-08-23,14,c
2016-08-24,10,c
2016-08-25,7,c
2016-08-26,18,c
2016-08-27,6,c
2016-08-28,11,c
2016-08-29,23,c
